,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
419,AK6441,NINILCHIK,60.05,-151.66667,36.8808,"Oct 01, 1940","May 31, 1968",AKCLIMATE,
420,AK6450,NINILCHIK 5 NE,60.1,-151.58333,64.008,"Jul 01, 1968","Nov 30, 1971",AKCLIMATE,
421,AK6452,NINILCHIK R AT NINILCHIK,60.04833,-151.66499,9.144,"Aug 01, 2003","Apr 29, 2016",AKCLIMATE,
422,AK6463,NOATAK,67.57556,-162.96973,18.288,"Oct 01, 1917","Feb 28, 2009",AKCLIMATE,
423,AK6496,NOME AIRPORT,64.51112,-165.44002,5.4864,"Aug 01, 1900","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=OME|AK_COOP
424,AK6503,NOORVIK,66.8333,-161.0,20.7264,"Sep 01, 1917","Jun 30, 1927",AKCLIMATE,
425,AK6562,NORTH DUTCH ISLAND CAA,60.76667,-147.8,11.8872,"Aug 01, 1943","Jan 31, 1957",AKCLIMATE,
426,AK6566,NORTHEAST CAPE,63.31667,-168.96667,-304.4952,"Jul 01, 1953","Aug 19, 1969",AKCLIMATE,
427,AK6564,NORTH FORK,64.5,-142.1667,-304.4952,"Aug 01, 1905","Sep 30, 1909",AKCLIMATE,
428,AK6581,NORTH POLE,64.75,-147.3333,147.95235,"Oct 01, 1968",,AKCLIMATE,TRACKS_STATION=NOPA2|AK_COOP
429,AK9891,NORTH POLE 1N,64.76,-147.34,151.1808,"Dec 01, 1996","Oct 01, 2023",AKCLIMATE,TRACKS_STATION=WODA2|AK_COOP
430,AK6656,NULATO,64.71861,-158.10222,34.1376,"Aug 01, 1917","Jul 31, 2004",AKCLIMATE,
431,AK6672,NUSHAGAK,58.9833,-158.5,-304.4952,"Jan 01, 1902","Jul 31, 1905",AKCLIMATE,
432,AK6760,NYAC,61.0,-159.98334,136.8552,"Oct 01, 1926","Sep 30, 1963",AKCLIMATE,
433,AK2101,O'BRIEN CREEK,64.31722,-141.41833,394.716,"Nov 01, 2002","Aug 31, 2010",AKCLIMATE,
434,AK6762,OHAGAMUTE,61.6333,-161.89999,13.716,"Mar 01, 1936","Jun 16, 1938",AKCLIMATE,
435,AK6769,OIL WELL ROAD E P,61.23333,-149.71667,113.0808,"Nov 01, 1967","Jul 31, 1974",AKCLIMATE,
436,AK6777,OLD EDGERTON,61.8,-144.98334,402.336,"Mar 01, 1970","Jan 31, 1996",AKCLIMATE,
437,AK6783,OLD HARBOR,57.2,-153.3,15.24,"Apr 01, 1968","Feb 28, 1986",AKCLIMATE,
438,AK6800,OLD MAN,66.45,-150.58333,-304.4952,"Feb 01, 1975","Oct 31, 1976",AKCLIMATE,
439,AK6824,OLSEN BAY,60.73333,-146.2,6.096,"Jul 01, 1965","Sep 30, 1969",AKCLIMATE,
440,AK6831,OPHIR,63.1667,-156.55,-304.4952,"May 01, 1938","Mar 31, 1942",AKCLIMATE,
441,AK6844,ORCA,60.5833,-145.6833,-304.4952,"Jun 01, 1899","Mar 31, 1908",AKCLIMATE,
442,AK6853,OUZINKIE,57.92556,-152.50111,12.192,"May 01, 1989","Aug 31, 2007",AKCLIMATE,
443,AK6871,PALMER 1 N,61.61667,-149.10001,67.056,"Nov 01, 1954","Dec 25, 1977",AKCLIMATE,
444,AK6872,PALMER 2 ESE,61.58333,-149.05,39.9288,"Jun 01, 1961","Dec 18, 1962",AKCLIMATE,
445,AK6873,PALMER 4 SE,61.53333,-149.08333,31.0896,"Jun 01, 1956","Sep 30, 1960",AKCLIMATE,
446,AK6874,PALMER 4 SSE,61.53333,-149.08333,54.864,"Aug 01, 1941","Jul 31, 1955",AKCLIMATE,
447,AK6867,PALMER AIRPORT,61.59505,-149.09175,71.0184,"Oct 01, 1997","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=PAQ|AK_COOP
448,AK6876,PALMER CORRECTION CENTE,61.7,-148.98334,252.984,"May 01, 1966","Oct 31, 1978",AKCLIMATE,
449,AK6870,PALMER JOB CORPS,61.5888,-149.0992,65.8368,"Nov 01, 1948","Nov 30, 2022",AKCLIMATE,
450,AK6937,PALMER-MAT RVR,61.60861,-149.07278,52.1208,"Jun 01, 2015","Dec 20, 2017",AKCLIMATE,
451,AK6880,PALMER OBSERVATORY,61.6,-149.13333,100.8888,"Aug 01, 1975","Oct 31, 1978",AKCLIMATE,
452,AK7097,PAXSON,63.03222,-145.49834,822.96,"Apr 01, 1914","Jan 31, 2010",AKCLIMATE,
453,AK7105,PAXSON RIVER,62.95,-145.5,839.1144,"Oct 01, 1968","Aug 31, 1979",AKCLIMATE,
454,AK7108,PEARL CREEK,64.89222,-147.79611,229.8192,"Feb 01, 1997","Jun 30, 1998",AKCLIMATE,
455,AK7141,PELICAN,57.9606,-136.2292,64.9614,"Feb 01, 1967",,AKCLIMATE,TRACKS_STATION=PECA2|AK_COOP
456,AK7221,PERSERVERENCE MINE,58.3,-134.3333,335.28,"Nov 01, 1915","Oct 31, 1936",AKCLIMATE,
457,AK7251,Petersburg,56.8055,-132.9372,26.450365,"May 01, 1924",,AKCLIMATE,TRACKS_STATION=APGA2|AK_COOP
458,AK7281,PILGRIM SPRING,65.0833,-164.96671,15.24,"Oct 01, 1937","Jul 31, 1941",AKCLIMATE,
459,AK7304,PILOT POINT,57.61667,-157.56667,14.9352,"Nov 01, 1939","Jul 31, 1945",AKCLIMATE,
460,AK7314,PILOT STN,61.96667,-163.0,-304.4952,"Aug 01, 1919","Jun 30, 1933",AKCLIMATE,
461,AK7352,PLANT MATERIALS CENTER,61.53333,-149.08333,20.4216,"Aug 01, 1975","Apr 30, 1994",AKCLIMATE,
462,AK7365,PLATINUM,59.01667,-161.78333,6.096,"Oct 01, 1939","Jun 30, 1964",AKCLIMATE,
463,AK7421,POINT BAKER,56.3511,-133.6263,6.096,"Sep 01, 2002","Nov 30, 2020",AKCLIMATE,
464,AK7431,POINT HOPE AIRPORT,68.35,-166.8,3.9624,"Feb 01, 1924","Feb 28, 1982",AKCLIMATE,
465,AK7442,POINT LAY,69.73288,-163.00533,7.62,"Sep 01, 1941","Dec 29, 2022",AKCLIMATE,
466,AK7444,POINT MACKENZIE,61.41694,-150.08194,48.768,"Dec 01, 1980","Aug 26, 2015",AKCLIMATE,
467,AK7451,POINT RETREAT,58.41667,-134.95,-304.4952,"Feb 01, 1945","Jul 15, 1973",AKCLIMATE,
468,AK7465,PORCUPINE CREEK,59.36667,-136.26666,487.9848,"Jun 01, 1927","Aug 31, 1937",AKCLIMATE,
469,AK7486,PORTAGE,60.85,-148.98334,11.8872,"Jun 01, 1936","Oct 15, 1949",AKCLIMATE,
470,AK7494,PORTAGE 1 S,60.81667,-148.98334,12.192,"Jan 01, 1973","Feb 28, 1995",AKCLIMATE,
471,AK7502,PORTAGE GLACIER VISITOR CENTER,60.78351,-148.84839,32.6136,"Nov 01, 1972","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=PORA2|AK_COOP
472,AK7513,PORT ALCAN,62.6211,-141.006,576.6816,"Sep 01, 1985","Nov 30, 2022",AKCLIMATE,
473,AK7557,PORT ALEXANDER,56.2472,-134.6447,3.6576,"Sep 01, 1949","Sep 05, 2017",AKCLIMATE,
474,AK7570,PORT ALSWORTH,60.2036,-154.3163,79.248,"Jul 01, 1960","Nov 27, 2022",AKCLIMATE,
475,AK7572,PORT ALSWORTH 1 SW,60.1951,-154.3196,97.8408,"Sep 01, 2009","Oct 01, 2023",AKCLIMATE,TRACKS_STATION=PWHA2|AK_COOP
476,AK7669,PORT CLARENCE,65.25,-166.86667,3.6576,"Jul 01, 1895","Aug 31, 1995",AKCLIMATE,
477,AK7692,PORT GRAHAM,59.35306,-151.83556,10.9728,"Dec 01, 1999","Mar 31, 2002",AKCLIMATE,
478,AK7700,PORT HEIDEN AP,56.95917,-158.63167,26.8224,"Sep 01, 1942","Oct 31, 1988",AKCLIMATE,
479,AK7708,PORT LIONS,57.86778,-152.87862,22.86,"Aug 01, 2002","Apr 30, 2009",AKCLIMATE,
480,AK7716,PORT MOLLER,55.9333,-160.5,5.4864,"Oct 01, 1923","Mar 31, 1925",AKCLIMATE,
481,AK7721,PORT PROTECTION,56.31667,-133.61667,13.4112,"Jun 01, 1984","Mar 25, 1987",AKCLIMATE,
482,AK7738,PORT SAN JUAN,60.0502,-148.0672,12.192,"Jul 01, 1980","Dec 31, 2022",AKCLIMATE,
483,AK7778,PROSPECT CREEK,66.82361,-150.66888,291.084,"Oct 01, 1970","Dec 20, 2017",AKCLIMATE,
484,AK7780,PRUDHOE BAY,70.25,-148.33333,22.86,"Dec 01, 1968","Jun 30, 1999",AKCLIMATE,
485,AK7783,PUNTILLA,62.0911,-152.73489,566.3184,"Jan 01, 1942","Dec 30, 2022",AKCLIMATE,
486,AK7850,QUIGILLINGOK,60.6333,-163.53329,-304.4952,"Oct 01, 1930","May 31, 1934",AKCLIMATE,
487,AK3304,RADIO STATION KCAM,62.1167,-145.5333,439.47754,"Dec 01, 1965",,AKCLIMATE,TRACKS_STATION=GLNA2|AK_COOP
488,AK7854,RADIOVILLE,57.6,-136.14999,6.096,"May 01, 1936","Oct 31, 1950",AKCLIMATE,
489,AK7891,RAMPART,65.5,-150.25,116.1288,"Sep 01, 1900","Aug 31, 1933",AKCLIMATE,
490,AK7900,RAMPART 2,65.5,-150.13333,121.92,"Jun 01, 1963","Mar 31, 1978",AKCLIMATE,
491,AK7902,RAMPART HOUSE,67.4167,-141.0,251.46,"Jun 01, 1911","Aug 30, 1919",AKCLIMATE,
492,AK7916,RAPIDS,63.53333,-145.85001,648.9192,"Nov 01, 1935","Jul 18, 1944",AKCLIMATE,
493,AK7955,RED DOG MINE 3 SSW,68.0277,-162.9212,287.1216,"Aug 01, 2010","Oct 01, 2023",AKCLIMATE,TRACKS_STATION=RDMA2|AK_COOP
494,AK7977,RICHARDSON,64.28333,-146.33333,270.9672,"Apr 01, 1917","Jul 31, 1971",AKCLIMATE,
495,AK7989,RIKAS LANDING,64.15,-145.85001,386.4864,"Jun 01, 1969","Nov 30, 1982",AKCLIMATE,
496,AK8025,ROCK RIDGE DRIVE,61.11667,-149.75,256.032,"Oct 01, 1965","Oct 31, 1980",AKCLIMATE,
497,AK8039,RUBY,64.73333,-155.43333,214.884,"Sep 01, 1917","Aug 31, 1942",AKCLIMATE,
498,AK8047,RUBY 14NE,64.8694,-155.11771,78.9432,"Aug 01, 2009","Sep 28, 2013",AKCLIMATE,
499,AK8044,RUBY WEST,64.7425,-155.48418,121.92,"Feb 01, 1977","Nov 30, 2000",AKCLIMATE,
500,AK8054,RUSSIAN MISSION,61.78333,-161.31667,15.24,"Jul 01, 1928","Oct 29, 1987",AKCLIMATE,
501,AK8130,SAG RIVER DOT,68.76083,-148.87306,496.824,"Apr 01, 1999","Dec 20, 2017",AKCLIMATE,
502,AK8102,SAINT JOSEPHS MISSION,62.25,-163.75,-304.4952,"Sep 01, 1893","Jun 17, 1898",AKCLIMATE,
503,AK8104,SAINT LAWRENCE ISLAND,63.6667,-171.75,9.144,"Mar 01, 1893","Dec 31, 1898",AKCLIMATE,
504,AK8118,SAINT PAUL ISLAND AIRPORT,57.15505,-170.22272,7.9248,"Sep 01, 1892","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=SNP|AK_COOP
505,AK8140,SALCHA,64.49417,-146.97667,207.264,"Jun 01, 1919","Dec 31, 2010",AKCLIMATE,
506,AK8156,SALCHA RIVER AT JOHNSON'S,64.5254,-146.3726,233.7816,"Dec 01, 1996","Sep 27, 2014",AKCLIMATE,
507,AK8168,SALMON CREEK BEACH,58.3167,-134.46671,-304.4952,"Jan 01, 1917","Jul 31, 1921",AKCLIMATE,
508,AK8171,SALMON RIVER,62.9167,-154.6167,-304.4952,"Feb 01, 1919","Mar 31, 1923",AKCLIMATE,
509,AK8188,SAND POINT 1 ENE,55.3473,-160.466,73.152,"Aug 01, 2009","Oct 04, 2023",AKCLIMATE,TRACKS_STATION=SNTA2|AK_COOP
510,AK8183,SAND POINT AP,55.31944,-160.52083,6.4008,"Sep 01, 1941","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=SDP|AK_COOP
511,AK8239,SAVOONGA,63.69361,-170.48083,16.1544,"Sep 01, 1929","Sep 30, 1989",AKCLIMATE,
512,AK8273,SCOTCH CAP LIGHT STATION,54.41667,-164.75,-304.4952,"Aug 01, 1936","Feb 20, 1942",AKCLIMATE,
513,AK8307,SECLUSION HARBOR,56.55,-134.05,6.096,"Nov 01, 1932","Feb 17, 1942",AKCLIMATE,
514,AK8341,SELAWIK,66.6,-160.03333,6.096,"Jan 01, 1953","Apr 15, 1955",AKCLIMATE,
515,AK8350,SELDOVIA,59.43333,-151.7,6.096,"Dec 01, 1916","Jun 30, 1964",AKCLIMATE,
516,AK8355,SELDOVIA DOCK,59.43333,-151.7,9.144,"Jun 01, 1967","Jun 30, 1975",AKCLIMATE,
517,AK8368,SEVEN MILE DOT,65.9402,-149.8519,197.8152,"Apr 01, 2005","Mar 31, 2007",AKCLIMATE,
518,AK8371,SEWARD,60.10389,-149.44389,33.528,"Feb 01, 1908","Sep 30, 2008",AKCLIMATE,
519,AK8377,SEWARD 19N,60.3538,-149.3483,157.8864,"Nov 01, 1986","Feb 28, 2014",AKCLIMATE,
520,AK8375,SEWARD 8 NW,60.1883,-149.6274,129.2352,"Jul 01, 1983","Aug 31, 2016",AKCLIMATE,
521,AK8379,SHAGELUK,62.7,-159.56667,21.336,"Sep 01, 1985","Dec 18, 1986",AKCLIMATE,
522,AK8389,SHAKTOOLIK,64.33222,-161.15111,5.4864,"Dec 01, 1920","Apr 30, 1934",AKCLIMATE,
523,AK8397,SHAW ISLAND,58.2,-136.25,2.4384,"Nov 01, 1925","Mar 31, 1928",AKCLIMATE,
524,AK8400,SHEARWATER BAY,57.35,-152.91667,3.048,"Sep 01, 1951","Feb 29, 1964",AKCLIMATE,
525,AK8407,SHEEP MOUNTAIN CAA AIRPORT,61.8,-147.68333,694.944,"Jan 01, 1943","Oct 31, 2011",AKCLIMATE,
526,AK8409,SHEEP MOUNTAIN LODGE,61.8125,-147.49921,847.344,"Oct 01, 2001","Oct 31, 2011",AKCLIMATE,
527,AK8416,SHELTER ISLAND,58.3833,-134.8667,3.048,"Dec 01, 1925","Nov 30, 1930",AKCLIMATE,
528,AK8419,SHEMYA USAF BASE,52.71667,174.10001,37.1856,"Jul 01, 1943","Mar 31, 1995",AKCLIMATE,
529,AK8437,SHISHMAREF AIRPORT,66.24958,-166.08936,2.1336,"Oct 01, 1919","Nov 30, 1973",AKCLIMATE,
530,AK8450,SHRIMP BAY,55.8,-131.3667,-304.4952,"Aug 01, 1914","Dec 31, 1916",AKCLIMATE,
531,AK8463,SHUNGNAK,66.87917,-157.15083,60.96,"Jul 01, 1914","Dec 31, 1949",AKCLIMATE,
532,AK8459,SHUNGNAK CAA,66.9,-157.03333,42.0624,"Sep 01, 1949","Sep 14, 1950",AKCLIMATE,
533,AK8466,SILVER BIRCH ESTATES,64.89806,-147.59418,289.56,"Dec 01, 1996","Aug 31, 1998",AKCLIMATE,
534,AK8470,SILVER LAKE,61.5175,-144.19139,365.76,"Jul 01, 1993","Jul 31, 2006",AKCLIMATE,
535,AK8477,SILVER SALMON CREEK,59.96667,-152.66667,46.0248,"Aug 01, 1966","Oct 31, 1967",AKCLIMATE,
536,AK8488,SISTERS ISLAND,58.16667,-135.25,10.9728,"Mar 01, 1982","Jun 30, 1984",AKCLIMATE,
537,AK8490,SITKA 1 NE,57.0574,-135.3266,23.7744,"Aug 01, 2005","Oct 04, 2023",AKCLIMATE,TRACKS_STATION=SIKA2|AK_COOP
538,AK8494,SITKA AIRPORT,57.04746,-135.36703,6.096,"Sep 01, 1944","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=SIT|AK_COOP
539,AK8503,SITKA MAGNETIC OBSY,57.05,-135.33333,20.4216,"Apr 01, 1899","Dec 18, 1989",AKCLIMATE,
540,AK8505,SITKA WATER TREATMENT PLANT,57.0466,-135.3497,10.668,"Dec 01, 2007","Dec 31, 2022",AKCLIMATE,
541,AK8512,SITKINAK,56.55,-154.13333,16.1544,"Nov 01, 1960","Jan 31, 1981",AKCLIMATE,
542,AK8525,Skagway,59.4547,-135.3136,12.0,"Nov 01, 1898",,AKCLIMATE,TRACKS_STATION=SKGA2|AK_COOP
543,AK8532,SKAGWAY 1 NW,59.46667,-135.31667,173.736,"Nov 01, 1972","Aug 31, 1981",AKCLIMATE,
544,AK8530,SKAGWAY 6NE,59.5272,-135.2319,285.5976,"Dec 01, 2000","Oct 31, 2015",AKCLIMATE,
545,AK8528,Skagway Airport,59.45383,-135.32768,11.0,"Jul 01, 1965","Jul 26, 2022",AKCLIMATE,TRACKS_STATION=PAGY|AK_ASOS
546,AKPAGY,Skagway Airport,59.45383,-135.32768,11.0,"May 01, 1999",,AKCLIMATE,TRACKS_STATION=PAGY|AK_ASOS
547,AKTAGY,Skagway Area,59.46006,-135.31566,14.769434,"Nov 01, 1898",,AKCLIMATE,
548,AK8536,SKWENTNA,61.9772,-151.2169,45.72,"Jul 01, 1939","Sep 30, 2016",AKCLIMATE,
549,AK8547,SLANA,62.7089,-143.9808,668.1216,"Apr 01, 1957","Nov 30, 2007",AKCLIMATE,
550,AK8550,SLANA AIRPORT,62.71667,-143.91667,737.616,"Jul 01, 1974","Oct 16, 1977",AKCLIMATE,
551,AK8554,SLEETMUTE,61.7,-157.18333,86.868,"Mar 01, 1924","Dec 31, 1963",AKCLIMATE,
552,AK8558,SMEATON BAY,55.31667,-130.78334,6.096,"Sep 01, 1949","Sep 30, 1950",AKCLIMATE,
553,AK8584,SNETTISHAM POWER PLANT,58.1422,-133.7386,25.28176,"Jan 01, 1917",,AKCLIMATE,TRACKS_STATION=SPPA2|AK_COOP
554,AK8594,SNOWSHOE LAKE,62.0302,-146.69299,704.6976,"Oct 01, 1963","Oct 31, 2011",AKCLIMATE,
555,AK8612,SOLDOTNA,60.46667,-151.03333,34.1376,"Mar 01, 1962","Dec 31, 1969",AKCLIMATE,
556,AK8615,SOLDOTNA 5SSW,60.4194,-151.13361,54.864,"Jun 01, 2004","Nov 30, 2022",AKCLIMATE,
557,AK8613,SOLDOTNA 6 W,60.46667,-151.23334,3.048,"Aug 01, 1970","Jan 31, 1972",AKCLIMATE,
558,AK8618,SOLOMON,64.5833,-164.39999,4.572,"Oct 01, 1944","Mar 31, 1946",AKCLIMATE,
559,AK8625,SOURDOUGH 1 N,62.53333,-145.51666,597.408,"Sep 01, 1971","Sep 30, 1996",AKCLIMATE,
560,AK8648,SOUTH FORK,61.28333,-149.46667,335.8896,"Jul 01, 1964","Nov 30, 1971",AKCLIMATE,
561,AK8666,SPARREVOHN,61.1,-155.55,481.584,"May 01, 1953","Jan 31, 1985",AKCLIMATE,
562,AK8672,SPEEL RIVER,58.13333,-134.23334,6.096,"Jan 01, 1915","Jun 11, 1931",AKCLIMATE,
563,AK8715,STAMPEDE,63.7333,-150.3667,-304.4952,"Feb 01, 1941","Nov 30, 1943",AKCLIMATE,
564,AK8727,STERLING,60.53333,-150.75,54.864,"Sep 01, 1950","Apr 30, 1968",AKCLIMATE,
565,AK8731,STERLING 6SW,60.4905,-150.91879,89.0016,"Feb 01, 2011","Dec 31, 2022",AKCLIMATE,
566,AK8100,ST GEORGE ISLAND,56.6,-169.53333,31.0896,"Dec 01, 1954","Mar 10, 1960",AKCLIMATE,
567,AK8105,ST MARYS,62.05278,-163.17111,94.7928,"Jul 01, 1967","May 31, 2000",AKCLIMATE,
568,AK8107,ST MARYS AIRPORT,62.06667,-163.3,97.536,"Sep 01, 1980","Jun 30, 1991",AKCLIMATE,
569,AK8114,ST MICHAEL,63.48333,-162.01666,14.9352,"Oct 01, 1899","Aug 31, 1933",AKCLIMATE,
570,AK8745,STONY RIVER,61.76667,-156.63333,-304.4952,"Sep 01, 1943","Jun 30, 1968",AKCLIMATE,
571,AK8120,ST. PAUL 4 NE,57.1575,-170.2119,6.096,"Aug 01, 2005","Oct 04, 2023",AKCLIMATE,TRACKS_STATION=SNPA2|AK_COOP
572,AK8755,STRELNA,61.5333,-144.10001,-304.4952,"Nov 01, 1917","Aug 31, 1925",AKCLIMATE,
573,AK8785,STUYAHOK,62.1667,-161.8333,-304.4952,"Jul 01, 1938","May 25, 1940",AKCLIMATE,
574,AK8807,SULZER,55.26667,-132.7,1.524,"Jul 01, 1915","May 31, 1919",AKCLIMATE,
575,AK8811,SUMMIT AP,63.33139,-149.12721,734.2632,"Aug 01, 1905","Oct 15, 1976",AKCLIMATE,
576,AK8813,SUMMIT LAKE,63.14833,-145.54083,990.6,"Dec 01, 1967","Jan 31, 1998",AKCLIMATE,
577,AK8815,SUMMIT NIKE SITE,61.25,-149.55,1214.0184,"Sep 01, 1961","Dec 31, 1971",AKCLIMATE,
578,AK8855,SUNRISE,60.9167,-149.5833,-304.4952,"Oct 01, 1903","Sep 30, 1914",AKCLIMATE,
579,AK8882,SUSITNA,61.33333,-150.66667,-304.4952,"Jul 01, 1932","Jul 31, 1947",AKCLIMATE,
580,AK8884,SUSITNA LANDING,61.91278,-150.09889,45.1104,"Jun 01, 2003","Apr 30, 2011",AKCLIMATE,
581,AK8886,SUSITNA MEADOWS,62.75,-149.7,228.9048,"Nov 01, 1968","Mar 19, 1975",AKCLIMATE,
582,AK8888,SUSITNA RVR NR SUNSHINE,62.17528,-150.17361,76.8096,"Aug 01, 2009","Jul 31, 2016",AKCLIMATE,
583,AK8915,SUTTON 1 W,61.7138,-148.9088,167.64,"Jan 01, 1978","Nov 01, 2011",AKCLIMATE,
584,AK8930,TACOTNA,63.0,-156.0667,429.768,"Aug 01, 1918","Dec 31, 1919",AKCLIMATE,
585,AK8945,TAHNETA PASS,61.81667,-147.55,798.576,"Apr 01, 1978","Sep 30, 2000",AKCLIMATE,
586,AK8970,TALKEETNA 5 W,62.31667,-150.25,131.064,"Jun 01, 1960","Nov 30, 1962",AKCLIMATE,
587,AK8976,TALKEETNA AIRPORT,62.31978,-150.09744,106.68,"Jun 01, 1918","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=TKA|AK_COOP
588,AK8987,TANACROSS,63.37833,-143.34833,469.6968,"May 01, 1904","Jul 28, 2007",AKCLIMATE,
589,AK8995,TANAGA ISLAND,51.75,-178.03333,44.196,"May 01, 1947","Feb 28, 1949",AKCLIMATE,
590,AK9005,TANALIAN POINT,60.21667,-154.36667,92.0496,"Apr 01, 1940","Jan 31, 1959",AKCLIMATE,
591,AK9015,TANANA,65.16667,-152.10001,60.3504,"Aug 01, 1901","Aug 31, 1977",AKCLIMATE,
592,AK9014,TANANA AIRPORT,65.173,-152.10677,68.58,"Aug 01, 1901",,AKCLIMATE,TRACKS_STATION=TAL|AK_COOP
593,AK9035,TATLINA AP,62.89417,-155.97639,293.8272,"Apr 01, 1952","Jan 31, 1985",AKCLIMATE,
594,AK9085,TEIKHILL,61.3333,-144.9167,-304.4952,"Mar 01, 1904","Dec 31, 1907",AKCLIMATE,
595,AK9098,TELIDA,63.39611,-153.27055,198.12,"Aug 01, 1999","Feb 28, 2004",AKCLIMATE,
596,AK9102,TELLER,65.26083,-166.35944,6.096,"Aug 01, 1925","Apr 30, 1997",AKCLIMATE,
597,AK9113,TENAKEE,57.78333,-135.78333,6.096,"Sep 01, 1941","Feb 28, 1951",AKCLIMATE,
598,AK9121,TENAKEE SPRINGS,57.78333,-135.23334,6.096,"Jul 01, 1969","Jan 12, 1983",AKCLIMATE,
599,AK9134,THANE BEACH,58.2648,-134.33421,6.096,"Jan 01, 1917","Jul 31, 1921",AKCLIMATE,
600,AK9139,THE GRACIOUS HOUSE,63.13333,-147.53333,777.8496,"Jul 01, 1958","Oct 31, 1978",AKCLIMATE,
601,AK9142,THE HARRIS S,63.61667,-148.78333,630.936,"Jun 01, 1971","Jan 31, 1974",AKCLIMATE,
602,AK9144,THE TICES,59.68333,-151.64999,274.9296,"Mar 01, 1952","Apr 30, 1975",AKCLIMATE,
603,AK9146,THOMPSON PASS,61.13333,-145.75,762.9144,"Jan 01, 1952","Apr 19, 1974",AKCLIMATE,
604,AK9148,THORNE BAY,55.6918,-132.5246,87.1728,"Aug 01, 2007",,AKCLIMATE,TRACKS_STATION=THBA2|AK_COOP
605,AK9249,TIN CITY,65.56306,-167.92139,82.6008,"Jul 01, 1953","Jan 31, 1985",AKCLIMATE,
606,AK9313,TOK,63.3337,-143.0372,495.3,"Jun 01, 1954","Aug 27, 2017",AKCLIMATE,
607,AK9314,TOK #2,63.3155,-143.0058,505.3584,"Jan 01, 2010",,AKCLIMATE,TRACKS_STATION=TOAA2|AK_COOP
608,AK9315,TOK D O T,63.32833,-142.99722,499.872,"Feb 01, 1997","Mar 31, 2009",AKCLIMATE,
609,AK9316,TOK FORESTRY,63.32694,-142.99556,498.6528,"Aug 01, 2009","Nov 07, 2013",AKCLIMATE,
610,AK9318,TOK SCHOOL,63.33306,-142.95778,498.348,"Sep 01, 2002","Aug 27, 2017",AKCLIMATE,
611,AK9349,TOLOVAMKORGA,62.31667,-150.45,142.9512,"Oct 01, 1963","Sep 30, 1965",AKCLIMATE,
612,AK9385,TONSINA,61.651,-145.1702,481.2792,"Apr 01, 1907","Dec 02, 2014",AKCLIMATE,
613,AK6144,TOOLIK,68.63333,-149.56667,-304.4952,"Oct 01, 1970","May 15, 1975",AKCLIMATE,
614,AK9394,TRAITORS COVE,55.7,-131.63333,6.096,"May 01, 1966","Jun 30, 1967",AKCLIMATE,
615,AK9398,TRAPPER CREEK 7SW,62.26222,-150.42278,129.54,"Dec 01, 1997","Jun 30, 2008",AKCLIMATE,
616,AK9396,TRAPPERS CREEK,62.31667,-150.23334,110.0328,"Mar 01, 1968","May 31, 1970",AKCLIMATE,
617,AK9399,TREE POINT LT STN,54.8,-130.93333,10.9728,"Oct 01, 1929","Jan 31, 1970",AKCLIMATE,
618,AK9410,TRIMS CAMP,63.43333,-145.76666,734.8728,"Nov 01, 1953","Nov 30, 1979",AKCLIMATE,
619,AK9421,TRI NAL ACRES,60.55,-150.53333,99.06,"Jun 01, 1971","Oct 31, 1987",AKCLIMATE,
620,AK9428,TSAINA LODGE,61.2,-145.53333,502.92,"Nov 01, 1971","Dec 31, 1974",AKCLIMATE,
621,AK9452,TUNNEL,60.6833,-149.03329,-304.4952,"Nov 01, 1921","Apr 30, 1925",AKCLIMATE,
622,AK9460,TUTKA BAY LAGOON,59.43556,-151.4136,19.2024,"Aug 01, 1979","Dec 31, 2003",AKCLIMATE,
623,AK9489,TWO RIVERS,64.86556,-146.95416,184.404,"Dec 01, 1992","Dec 20, 2017",AKCLIMATE,
624,AK9494,TYONEK,61.06667,-151.13333,14.9352,"Nov 01, 1898","Mar 30, 1971",AKCLIMATE,
625,AK9502,TYONE LAKE,62.51667,-146.7,722.9856,"Jun 01, 1969","Sep 30, 1971",AKCLIMATE,
626,AK9511,UGANIK BAY,57.71667,-153.31667,14.9352,"Aug 01, 1951","Mar 31, 1965",AKCLIMATE,
627,AK9539,UMIAT,69.36944,-152.14,81.0768,"Apr 01, 1945","Apr 30, 2001",AKCLIMATE,
628,AK9551,UMNAK AP,53.38334,-167.89999,38.7096,"Jul 01, 1944","Nov 30, 1969",AKCLIMATE,
629,AK9564,UNALAKLEET FIELD,63.88333,-160.8,5.4864,"Sep 01, 1941","Oct 30, 1998",AKCLIMATE,
630,AK9575,UNALASKA,53.88333,-166.53333,6.7056,"Oct 01, 1948","Dec 31, 1950",AKCLIMATE,
631,AK9641,UNIVERSITY EXPERIMENTAL STATION,64.8569,-147.86099,144.78,"Sep 01, 1904","Nov 30, 2022",AKCLIMATE,
